facilityId,facilityName,concat_address,typeOfFacility,categoryOfFacility,google_lat,google_long,biz_status,gbiz_name,rating,price_level,total_user_ratings
FA0005084,RAPHA RACING,1815 PEARL ST BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FULL MENU LIMITED SERVICE,40.0199041,-105.2716584,0,0,0.0,0.0,0.0
FA0000075,TRES GRINGOS CANTINA,20 LAKEVIEW DR NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.9598234,-105.5094306,0,0,0.0,0.0,0.0
FA0000974,GIOVANNITTI COFFEE,801 MAIN ST UNIT 110 LOUISVILLE CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,39.9779335,-105.1325197,0,0,0.0,0.0,0.0
FA0002210,LEVY MOTIONS (MOBILE),950 REGENT DR BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.004712,-105.2605424,0,0,0.0,0.0,0.0
FA0001373,NITRO CLUB,1124 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.0175027,-105.2806253,0,0,0.0,0.0,0.0
FA0003792,ETOWN HALL,1535 SPRUCE ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.0203239,-105.2754856,0,0,0.0,0.0,0.0
FA0004521,LE FRENCH CAFE,2525 ARAPAHOE AVE UNIT C1 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0152398,-105.2600413,0,0,0.0,0.0,0.0
FA0001321,(CU) SEWALL DINING CENTER,1720 UNIVERSITY AVE BOULDER CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,40.0104719,-105.2720362,0,0,0.0,0.0,0.0
FA0004853,LONCHERA LOS PAISAS (MOBILE),3141 28TH ST BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.03166150000001,-105.2593591,0,0,0.0,0.0,0.0
FA0002879,NATURAL HOMESTEAD BEEF (PRE-PKG MOBILE 2),18494 WCR 39 RD Lasalle CO USA,MOBILE UNIT PREPACKAGED,PRE PACKAGED,41.4990787,-88.8672714,0,0,0.0,0.0,0.0
FA0004518,HAMPTON INN & SUITES,6333 LOOKOUT RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.0724413,-105.205723,0,0,0.0,0.0,0.0
FA0000253,(CU) UMC FRONT HOUSE ALFERD PACKER,1669 EUCLID AVE UNIT 202UC BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0065706,-105.2717488,0,0,0.0,0.0,0.0
FA0000682,GUACAMOLES,827 KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1516843,-105.1067555,0,0,0.0,0.0,0.0
FA0004683,HYATT PLACE BOULDER,2280 JUNCTION PL BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0242133,-105.2517848,0,0,0.0,0.0,0.0
FA0000329,GOLD HILL GENERAL STORE AND PUB,531 MAIN ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.0631739,-105.4101255,0,0,0.0,0.0,0.0
FA0000375,MICRO MOTION CAFE,7060 WINCHESTER CIR BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0779996,-105.1936144,0,0,0.0,0.0,0.0
FA0001524,RESIDENCE INN LONGMONT,1450 DRY CREEK DR LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.1398405,-105.1325654,0,0,0.0,0.0,0.0
FA0004836,GOLD'S GYM LONGMONT,1240 HOVER ST UNIT 200 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1463155,-105.1269071,0,0,0.0,0.0,0.0
FA0005034,CANDLEWOOD SUITES,1340 DRY CREEK DR LONGMONT CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.1424973,-105.1329583,0,0,0.0,0.0,0.0
FA0003664,BECLA (BAKERY INSIDE SAVE A LOT),1750 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,GROCERY FINISHED FOODS,40.1909584,-105.1008524,0,0,0.0,0.0,0.0
FA0001381,HAYSTACK MOUNTAIN GOAT DAIRY,505 WEAVER PARK RD UNIT F LONGMONT CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.1618422,-105.0812236,0,0,0.0,0.0,0.0
FA0002703,TACO PALACE LONGMONT,305 KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.1519366,-105.0978029,0,0,0.0,0.0,0.0
FA0000962,TONIC ALCHEMY LOUNGE,2011 10TH ST BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FULL SERVICE FULL MENU,40.0175798,-105.2829121,0,0,0.0,0.0,0.0
FA0000655,COVERED WAGON,15 E FIRST ST NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.96205339999999,-105.5100258,0,0,0.0,0.0,0.0
FA0001779,HOPI BREAD @ LMGT FARM MRKT (SPECIAL EVENT),2500 47th ST UNIT 18 BOULDER CO USA,SPECIAL EVENT,SPECIAL EVENT,40.0258297,-105.2432584,0,0,0.0,0.0,0.0
FA0003598,TORTILLERIA LA ESMERALDA(PRE-PKG FMRS MRKT),2393 27 ST UNIT 524 GREELEY CO USA,MOBILE UNIT PREPACKAGED,PRE PACKAGED,40.3942106,-104.718918,0,0,0.0,0.0,0.0
FA0002989,REBECCAS HERBAL APOTHECARY & S,1227 SPRUCE ST BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.0192893,-105.2796892,0,0,0.0,0.0,0.0
FA0004750,AFC SUSHI (INSIDE SAFEWAY #1667),3333 ARAPAHOE RD ERIE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0169254,-105.1007718,0,0,0.0,0.0,0.0
FA0002792,CENTURY THEATRE,1700 29TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0172524,-105.2543182,0,0,0.0,0.0,0.0
FA0001362,LAS AMERICAS TORTILLERIA,830 LASHLEY ST STE D LONGMONT CO USA,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.1733333,-105.0877778,0,0,0.0,0.0,0.0
FA0003663,GUCKENHEIMER@ GOOGLE RED ROCKS (2600),2600 PEARL ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.0215496,-105.2602588,0,0,0.0,0.0,0.0
FA0004956,WHOLE FOODS MARKET,695 S BROADWAY ST BOULDER CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,39.9829363,-105.2484627,0,0,0.0,0.0,0.0
FA0003243,DRY STORAGE,3601 ARAPAHOE UNIT D181 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0152135,-105.2482341,0,0,0.0,0.0,0.0
FA0003464,LA CHOZA #3,1203 13TH ST UNIT A BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0088426,-105.2763961,0,0,0.0,0.0,0.0
FA0004866,ABUELITAS EMPANADAS,332 MAIN ST UNIT A5 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1646462,-105.1021878,0,0,0.0,0.0,0.0
FA0000510,LONGMONT PACKING 1 CARNICERIA,823 KEN PRATT BLVD LONGMONT CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.1516843,-105.1067555,0,0,0.0,0.0,0.0
FA0004942,SAM'S CLUB #4987,1200 S HOVER RD LONGMONT CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.1490253,-105.1305046,0,0,0.0,0.0,0.0
FA0001260,UCAR,3080 CENTER GREEN DR BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL MENU LIMITED SERVICE,40.0319049,-105.2458517,0,0,0.0,0.0,0.0
FA0000446,HOPI BREAD @ BLDR FARM MRKT (SPECIAL EVENT),2500 47TH ST UNIT 18 BOULDER CO USA,SPECIAL EVENT,SPECIAL EVENT,40.0258297,-105.2432584,0,0,0.0,0.0,0.0
FA0001018,VILLAGE PLACE AT LONGMONT,600 COFFMAN ST LONGMONT CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,RESIDENTIAL FACILITIES,40.1692156,-105.1034823,0,0,0.0,0.0,0.0
FA0003791,SUPERIOR LIQUOR,100 SUPERIOR PLAZA WY SUPERIOR CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,39.9558144,-105.1652676,0,0,0.0,0.0,0.0
FA0000047,SAVE A LOT,1750 N MAIN ST LONGMONT CO USA,GROCERY STORE  MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.1909584,-105.1008524,0,0,0.0,0.0,0.0
FA0005179,LA RUE BAYOU (MOBILE),4920 PEARL ST UNIT D BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.025388,-105.2377392,0,0,0.0,0.0,0.0
FA0004696,BOULDER INDOOR SOCCER,3203 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.02487139999999,-105.2501085,0,0,0.0,0.0,0.0
FA0001587,PANADERY Y NEVERIA GUANAJUATO,1630 MAIN ST UNIT LONGMONT CO USA,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.1873463,-105.1013656,0,0,0.0,0.0,0.0
FA0005435,STYRIA BAKERY @ LMGT FRM MRKT (SPECIAL EVENT),340 5TH ST Frederick CO USA,SPECIAL EVENT,SPECIAL EVENT,40.09831519999999,-104.9369233,0,0,0.0,0.0,0.0
