"facility_id","facility_name","google_lat","google_long","price_level","rating","total_ratings","avg_inspection_score","avg_violations_count","inspection_count"
"FA0000790","VINA PHO AND GRILL",40.015327,-105.2533607,1,4.2,419,47.09090909090909,3.6666666666666665,11
"FA0000798","WATERLOO THE",39.9781583,-105.1324512,2,4.4,1328,70.64516129032258,6.2,31
"FA0000800","GHOST BOX PIZZA",39.9979618,-105.0908376,2,4.5,119,70.47619047619048,7.0,21
"FA0000801","RUTHIES",40.0184655,-105.2775157,2,4.7,89,36.5,4.0,12
"FA0000803","SUBWAY 11652",39.9985426,-105.2619911,1,3.7,152,22.5,2.6666666666666665,10
"FA0000805","FLOWER PEPPER RESTAURANT",40.0252212,-105.2824685,1,4.2,443,39.714285714285715,4.5,14
"FA0000808","SUBWAY #17932 @ UMC  (CU)",40.0065706,-105.2717488,1,3.4,27,11.0,2.3333333333333335,7
"FA0000818","MR SAKE SUSHI & GRILL",39.98737089999999,-105.1234743,2,4.2,170,54.78378378378378,8.25,37
"FA0000821","ZIGGIS COFFEE",40.1791422,-105.1170561,1,4.7,194,10.0,1.0,1
"FA0000826","SONIC DRIVE IN",40.2013872,-105.1031698,1,3.1,1405,61.291666666666664,6.333333333333333,24
"FA0000829","PROTOS PIZZA",40.1512854,-105.1531705,2,4.6,314,20.0,2.0,4
"FA0000830","SUSHI ZANMAI",40.0192646,-105.2798721,2,4.5,821,13.0,1.5,5
"FA0000831","DELI ZONE ON THE HILL",40.0071438,-105.275669,1,4.5,56,42.5,2.5,8
"FA0000834","CASIAN SEAFOOD",39.9999146,-105.0906787,2,4.5,121,52.7,5.0,20
"FA0000838","TANDOORI GRILL",39.9844677,-105.2499488,2,4.5,414,21.0,2.5,5
"FA0000840","TACO BELL #33866",40.0336669,-105.2590958,1,2.9,618,13.333333333333334,1.0,3
"FA0000841","TACO BELL #33840",40.1983477,-105.1019365,1,3.4,1062,12.5,1.0,2
"FA0000843","TACO BELL #33848",40.1448263,-105.126695,1,3.4,706,16.1,3.3333333333333335,10
"FA0000844","TAQUERIA MADERO",40.1732489,-105.0878986,2,4.2,77,57.4,4.5,15
"FA0000845","TACO BELL 3612",39.9868343,-105.0869841,1,2.7,568,16.0,2.0,2
"FA0000847","TACO BELL #33852",39.9997436,-105.2623424,1,3,523,7.5,1.0,2
"FA0000848","RUSTY MELON THE",40.0702236,-105.2007782,0,4.7,93,48.333333333333336,4.5,9
"FA0000851","TARGET STORE 64",40.0218233,-105.2558731,2,3.9,863,21.666666666666668,2.0,6
"FA0000863","TASTY ASIA",40.1720236,-105.1021192,1,4.2,571,67.5,6.0,18
"FA0000870","SPICE CHINA",39.9677473,-105.164228,2,4.1,451,38.666666666666664,4.5,9
"FA0000872","SPICY HOUSE",40.1635887,-105.1002922,1,4,194,30.65625,6.5,32
"FA0000878","UTE CREEK GOLF COURSE",40.1892487,-105.0638812,0,4.5,87,22.4,1.5,5
"FA0000879","TEN PIN ALLEY",39.9855702,-105.0973629,2,4,720,40.333333333333336,6.5,18
"FA0000881","DUTCH BROS COFFEE",40.1752999,-105.1027587,1,4.7,651,21.5,2.75,12
"FA0000882","ILLEGAL PETES",40.0078243,-105.2759595,1,4.4,515,39.0,6.0,6
"FA0000885","TAJ MAHAL III",39.9878773,-105.1295946,2,4.6,648,68.12820512820512,7.8,39
"FA0000886","WAPOS",40.0642138,-105.2831881,1,4.4,509,62.083333333333336,3.5,12
"FA0000887","TAJ RESTAURANT",39.9998522,-105.2610499,2,4.4,611,44.0,3.3333333333333335,10
"FA0000888","TEX MEX",40.1663106,-105.1021649,2,4.3,71,15.0,1.0,1
"FA0000897","SPRUCE CONFECTIONS",40.0170271,-105.2855673,2,4.5,161,32.0,2.5,8
"FA0000898","THAI AVENUE",40.0071181,-105.2759597,1,4.3,113,55.0,4.333333333333333,13
"FA0000907","BUSABA",39.9980269,-105.2328968,2,4.3,25,54.82608695652174,5.75,23
"FA0000909","DICKENS TAVERN",40.1641419,-105.1021362,2,4.2,1049,17.0,1.5,5
"FA0000923","SUNDOWN SALOON",40.0175623,-105.280328,1,4.1,323,18.333333333333332,1.5,3
"FA0000925","TAQUERIA ESPERANZA",39.9874949,-105.1072122,1,4.2,310,58.72727272727273,5.666666666666667,22
"FA0000926","DIA Y NOCHE CAFE",40.1733055,-105.087283,2,4,35,78.4375,5.333333333333333,16
"FA0000931","ROSALEES PIZZERIA",40.167029,-105.1028558,2,4.6,875,21.285714285714285,2.5,7
"FA0000941","BOSS LADY PIZZA",40.007883,-105.2765749,1,4.4,475,32.35,3.5,20
"FA0000942","UBON THAI CUISINE",39.964973,-105.503948,0,4.4,321,37.22222222222222,3.0,9
"FA0000943","RINCON DEL SOL",40.014385,-105.2635761,2,4.2,667,94.0,8.5,34
"FA0000945","PEAK GOLF",40.1792325,-105.1459488,2,4.3,250,64.16666666666667,3.5,12
"FA0000947","HALF FAST SUBS ON THE HILL",40.00903599999999,-105.2764282,1,4.6,810,37.63636363636363,3.5,11
"FA0000951","THE POST BREWING CO",39.9945463,-105.0913171,2,4.4,1062,26.5,2.5,6
"FA0000957","MALEE THAI",40.1883844,-105.1424108,1,4.2,264,61.266666666666666,7.5,15
"FA0000959","COSMOS PIZZA",40.0310906,-105.2590401,2,4.5,315,31.25,2.5,8
"FA0000961","SALT",40.0177859,-105.2815615,2,4.2,894,56.785714285714285,4.666666666666667,14
"FA0000962","TONIC ALCHEMY LOUNGE",40.0175798,-105.2829121,2,4.6,159,5.0,1.0,1
"FA0000963","TORTUGAS",40.1625875,-105.1035581,2,4.7,235,30.0,2.0,4
"FA0000966","SNARFS",40.0141309,-105.2284171,1,4.3,768,17.333333333333332,2.0,6
"FA0000968","NCAR",40.0375653,-105.2418728,2,4.2,10,52.77777777777778,2.5,9
"FA0000969","COVE CAFE THE",40.0640238,-105.2155232,2,4.1,336,35.5,3.0,6
"FA0000970","GARDEN GATE CAFE THE",40.17898580000001,-105.1170561,1,4.4,299,50.86363636363637,5.5,22
"FA0000971","VIA TOSCANA",39.9654375,-105.1614611,2,4.6,485,10.866666666666667,5.0,15
"FA0000972","BELEZA COFFEE BAR",40.0252868,-105.2810327,2,4.7,254,55.5,3.6666666666666665,12
"FA0000973","VICS AGAIN",40.0353245,-105.25469,1,3.8,111,21.666666666666668,3.3333333333333335,15
"FA0000974","GIOVANNITTI COFFEE",39.9779335,-105.1325197,2,4.8,53,18.333333333333332,1.5,3
"FA0000975","LUUS ASIAN CUISINE",40.1780662,-105.1158913,2,3.8,25,53.857142857142854,4.666666666666667,14
"FA0000976","EVEREST RESTAURANT",40.1964295,-105.1012358,2,4.3,229,80.38461538461539,8.666666666666666,26
"FA0000990","BOULDER BURGER",40.0071181,-105.2759597,2,4.5,89,45.09090909090909,3.6666666666666665,11
"FA0000995","DURANGO MEXICAN RESTAURANT",40.1520246,-105.1189414,1,4.3,272,12.5,2.0,4
"FA0000996","OZO COFFEE COMPANY",40.0141309,-105.2284171,2,4.6,615,26.0,2.0,10
"FA0000997","DILLINGERS BAR AND GRILL",39.9858184,-105.1068468,1,4.2,263,61.15384615384615,3.5,13
"FA0001000","HARD DRIVE CAFE AT SEAGATE",40.1544358,-105.1737783,2,3.5,12,58.333333333333336,4.5,9
"FA0001003","JIMMY JOHNS #669",40.01428749999999,-105.2497208,1,3.2,246,15.0,1.5,5
"FA0001004","MATEO",40.0199161,-105.2711326,3,4.3,363,92.36842105263158,6.333333333333333,19
"FA0001005","LAUGHING GOAT COFFEE HOUSE",40.0195034,-105.273098,1,4.6,1231,52.69230769230769,3.25,13
"FA0001007","BLOFISH",40.0180908,-105.2770194,2,4.1,64,42.916666666666664,4.0,12
"FA0001014","VILLAGE COFFEE SHOP",40.0155875,-105.2634735,1,4.7,1147,26.53846153846154,4.333333333333333,13
"FA0001017","TUNE UP AT FULL CYCLE",40.0246411,-105.2541237,2,4.7,37,10.666666666666666,1.5,3
"FA0001020","GOODFELLAS RESTAURANT & BAKERY",40.152061,-105.1039235,1,4.3,1429,47.285714285714285,4.5,14
"FA0001021","MCDONALDS NORTH",40.1925503,-105.1017538,1,3.5,1861,19.0,1.5,4
"FA0001022","MCDONALDS SOUTH",40.1534998,-105.1031013,1,3.3,1498,10.333333333333334,1.5,9
"FA0001035","HANA JAPANESE BISTRO",39.9609922,-105.1672438,2,4.6,398,23.25,2.0,4
"FA0001036","WAHOOS FISH TACO",40.021868,-105.258716,1,4.4,445,40.90909090909091,2.6666666666666665,11
"FA0001046","BLUE OWL BOOKS",39.95980720000001,-105.5105523,1,4.7,187,42.142857142857146,3.5,7
"FA0001055","STARBUCKS COFFEE 246",40.0148045,-105.213055,2,3.7,38,7.5,1.0,2
"FA0001057","WING STOP",40.15283730000001,-105.1110897,2,3.8,370,1.0,1.0,1
"FA0001060","TASUKI",40.0152478,-105.2634023,2,4.6,288,56.94736842105263,9.5,19
"FA0001072","SPOTTED JAMES THE",40.0169521,-105.2813363,2,2.7,10,37.0,2.5,5
"FA0001074","KITCHEN THE",40.0178146,-105.2817688,3,4.5,903,25.0,1.5,4
"FA0001076","TRIDENT CAFE",40.017035,-105.2829136,1,4.7,893,20.214285714285715,4.666666666666667,14
"FA0001077","BOHEMIAN BIERGARTEN",40.0161719,-105.2778439,2,4.6,1613,123.65384615384616,6.5,26
"FA0001084","SINK THE",40.0085813,-105.2764048,2,4.5,2034,95.26315789473684,4.75,19
"FA0001086","TSING TAO",39.98398359999999,-105.2504244,2,4.1,335,46.42857142857143,4.666666666666667,14
"FA0001088","740 FRONT",39.9776522,-105.1305096,2,4.4,762,56.0,5.666666666666667,17
"FA0001090","WENDYS 5201",39.9870253,-105.0869467,1,3.9,724,7.0,1.0,3
"FA0001091","WENDYS 4035",40.1464481,-105.1309689,1,3.9,896,15.0,1.0,2
"FA0001094","ZUCCA ITALIAN RESTAURANT",39.9780413,-105.1318573,2,4.4,353,29.555555555555557,4.5,9
"FA0001114","BENNYS TACOS",40.1648783,-105.1027959,1,4.6,599,29.714285714285715,4.666666666666667,14
"FA0001124","WINCHELLS DONUT",40.1676049,-105.1022791,1,4.5,520,45.85,5.0,20
"FA0001126","A THAI STICKY RICE",40.164132,-105.1019279,2,4.8,64,33.15384615384615,6.333333333333333,26
"FA0001138","LAS PALMERAS RESTAURANT",40.1550759,-105.1030099,1,4.4,1110,46.8235294117647,4.333333333333333,17
"FA0001149","PINOCCHIOS",40.10239809999999,-105.1706024,2,4.2,608,49.166666666666664,3.0,6
"FA0001161","SUBWAY",40.1899699,-105.1314004,1,3.3,103,14.0,1.5,5
"FA0001163","SUBWAY",40.18736910000001,-105.1017338,1,4,142,34.44444444444444,3.5,9
"FA0001166","SUBWAY",39.9856206,-105.0950923,1,3.5,78,36.4375,5.0,16
"FA0001167","SUBWAY ERIE",40.0172175,-105.1014974,1,4.1,67,25.1,2.5,10
"FA0001168","SUBWAY #6752",40.01411,-105.2294947,1,3.9,61,16.0,2.0,2
"FA0001169","SUBWAY",40.0307571,-105.257608,1,3.8,155,39.266666666666666,5.0,15
"FA0001175","QUARTERS BAR+ARCADE",40.1671915,-105.1027115,2,4.7,270,24.6,5.0,10
"FA0001182","CHINA 88",40.1874008,-105.1294251,2,4,379,80.0625,9.6,48
"FA0001183","PJS DINER",39.929025,-105.1493478,1,4.7,878,26.5,3.0,18
"FA0001186","MCDONALDS",39.9611975,-105.1627658,1,3.5,778,6.5,2.0,4
"FA0001191","VERDE",40.0307571,-105.257608,2,4.4,643,95.03448275862068,7.25,29
"FA0001192","TANGERINE RESTAURANT",40.1654255,-105.1029414,2,4.3,337,64.37037037037037,5.4,27
"FA0001195","VITALITY BOWLS",40.0148842,-105.2625109,2,4.2,89,28.75,2.0,4
"FA0001198","WENDYS 4787",40.0142343,-105.2274825,1,3.8,586,34.142857142857146,2.3333333333333335,7
"FA0001200","WEST END TAVERN",40.0170002,-105.2832452,2,4.4,1471,69.0625,3.0,16
"FA0001202","NEDS",39.96208350000001,-105.5110271,1,4.2,695,61.11764705882353,4.25,17
"FA0001203","SUBWAY",40.1008065,-105.1678797,1,4.3,48,13.0,2.0,8
"FA0001204","SCRATCH KITCHENS",40.0211438,-105.2659919,2,3.9,117,39.46153846153846,4.333333333333333,13
"FA0001215","GRILL AT COAL CREEK THE",39.9585447,-105.152074,2,4.9,8,32.8125,5.333333333333333,16
"FA0001220","PAPA MURPHYS PIZZA",40.0162977,-105.1003947,1,4.2,74,37.22222222222222,3.0,9
"FA0001225","CHIMERA",40.0177366,-105.2824094,2,4.2,437,44.8,5.0,10
"FA0001229","LONGMONT DAIRY QUEEN",40.16967229999999,-105.1021649,1,4.3,229,32.0,2.5,5
"FA0001230","DAIRY QUEEN",40.1935706,-105.1028957,1,4.1,597,20.0,1.5,4
"FA0001232","DAIRY QUEEN 40732",40.14207409999999,-105.1295959,1,4.3,177,40.0,3.0,6
"FA0001234","DAIRY QUEEN",40.0172175,-105.1014974,1,4.2,101,7.333333333333333,1.0,3
"FA0001236","BACK COUNTRY PIZZA AND TAP HOUSE",40.0145884,-105.1962555,2,4.4,1106,46.18181818181818,3.6666666666666665,11
"FA0001237","TWISTED PINE BREWING COMPANY",40.0208264,-105.251023,2,4.5,523,34.5,3.3333333333333335,10
"FA0001240","OLD OAK COFFEEHOUSE THE",40.1033807,-105.1721789,1,4.7,165,34.473684210526315,4.75,19
"FA0001242","OAK AT FOURTEENTH",40.0181492,-105.2770887,3,4.6,678,61.69230769230769,3.6666666666666665,13
"FA0001243","ROSETTA HALL STALL 10 BAR",40.0170388,-105.2806943,2,4.5,488,30.727272727272727,5.5,11
"FA0001244","SHIFU EXPRESS",39.9864873,-105.0901525,1,4.2,83,69.81818181818181,10.5,33
"FA0001245","MARTINOS PIZZERIA",40.014328,-105.128281,2,4.4,169,14.0,1.5,3
"FA0001247","BLUE CORN TACOS",40.1852151,-105.1030732,1,4.8,379,45.833333333333336,2.5,6
"FA0001249","CAFE BLUE",40.0703182,-105.201701,2,4.5,178,52.5,4.0,8
"FA0001251","BLACK CAT",40.0178929,-105.2784009,4,4.7,308,66.875,4.0,8
"FA0001253","BAWARCHI",39.9644741,-105.1623089,2,4.1,1241,70.25,6.0,48
"FA0001257","SUSHI AJI",40.001825,-105.103979,2,4.4,314,24.0,3.6666666666666665,11
"FA0001260","UCAR",40.0319049,-105.2458517,2,5,2,50.0,3.0,3
"FA0001267","FOX THEATER",40.0080341,-105.2765761,2,4.5,844,45.0,5.0,5
"FA0001269","IHOP 2071",39.9578334,-105.1705349,1,3.7,332,17.4,3.3333333333333335,10
"FA0001270","UCAR",39.9787054,-105.2747061,1,4.6,179,24.0,3.0,6
"FA0001272","KHOW THAI CAFE",40.0130829,-105.2780477,1,4.3,354,60.806451612903224,7.666666666666667,31
"FA0001273","SCRUMPTIOUS",40.1678203,-105.1023253,1,4.4,448,19.6,2.5,5
"FA0001278","GAIA CAFE",39.9876442,-105.1567344,2,4.5,283,6.0,2.0,2
"FA0001283","GABEE COFFEE",40.0299891,-105.2579121,0,4.8,373,20.8,1.5,5
"FA0001284","CAFFE SOLE",39.7050752,-104.9875752,2,4.3,416,90.29032258064517,6.666666666666667,31
"FA0001286","WONDERVU CAFE",39.92436620000001,-105.3964209,2,4.1,480,67.0,5.0,10
"FA0001288","FOOLISH CRAIGS CAFE",40.01923,-105.2744535,2,4.4,1217,64.0,6.5,20
"FA0001290","POINT CAFE THE",40.0074893,-105.2764208,1,4.6,117,56.214285714285715,3.6666666666666665,14
"FA0001291","LAST STAND TAVERN",39.9199804,-105.3708906,2,4.3,352,30.0,2.0,2
"FA0001292","CHIPOTLE MEXICAN GRILL #114",39.9662154,-105.1639539,1,4,534,13.0,1.0,4
"FA0001294","CHIPOTLE MEXICAN GRILL #13",40.1528437,-105.1111177,1,4.2,622,15.0,1.0,2
"FA0001299","KTS BBQ",40.0143988,-105.1792848,1,4.4,333,25.833333333333332,6.0,18
"FA0001300","MCDONALDS 26108",40.0013754,-105.1036494,1,3.4,1037,4.5,3.0,8
"FA0001306","LA CHOZA #2",40.055516,-105.2827313,1,4.3,557,31.133333333333333,2.0,15
"FA0001308","DAIRY QUEEN 12402",40.0339025,-105.259242,1,4.2,189,18.285714285714285,2.0,7
"FA0001309","FIRST WATCH RESTAURANTS",40.14328039999999,-105.1275858,2,4.4,627,32.5,2.0,4
"FA0001310","MARTINIS BISTRO",40.1688091,-105.1055679,2,4.5,478,47.30769230769231,3.5,13
"FA0001319","(CU)  FARRAND ALLEY",40.0060088,-105.2657756,0,4.3,4,10.0,1.0,1
"FA0001321","(CU) SEWALL DINING CENTER",40.0104719,-105.2720362,2,5,2,32.5,2.0,4
"FA0001322","FOX HILL COUNTRY CLUB",40.16107179999999,-105.0672947,2,4.3,128,33.0,2.5,5
"FA0001327","BREWING MARKET",40.0145884,-105.1962555,2,4.2,295,43.57142857142857,3.5,7
"FA0001330","MOES BROADWAY BAGEL",39.7050752,-104.9875752,1,4.4,663,26.0,2.5,5
"FA0001333","CHILIS GRILL AND BAR 711",40.1446755,-105.131218,2,4.2,1235,26.0,2.5,5
"FA0001335","PROTOS PIZZA LAFAYETTE",40.0021108,-105.1040148,2,4.5,246,35.333333333333336,5.0,15
"FA0001336","WING SHACK",40.17898599999999,-105.117056,2,4.2,512,32.5,2.0,4
"FA0001338","ASIAN CUISINE AND VIETNAMESE",39.9295679,-105.1497666,2,4.7,177,54.72727272727273,6.6,33
"FA0001343","THAI KITCHEN",40.1963435,-105.1013488,2,4.3,308,91.4,6.25,25
"FA0001344","GOLDEN SUN",40.0153921,-105.2592216,1,3.4,289,64.0952380952381,5.25,21
"FA0001347","KATHMANDU RESTAURANT",39.9620757,-105.5115825,2,4.5,600,43.23529411764706,3.5,17
"FA0001350","VIET KITCHEN (AT ATLAS VALLEY)",40.0135444,-105.1329667,2,4.9,60,33.0,2.6666666666666665,8
"FA0001355","DELI ZONE",39.9986036,-105.2346008,1,4,93,82.78125,5.8,32
"FA0001363","TIBETS RESTAURANT AND BAR",39.9666052,-105.1639878,2,4.4,293,50.3125,5.333333333333333,16
"FA0001367","LA MARIPOSA MARGARITA HOUSE MEXICAN RESTAURANT",40.0279047,-105.2592116,2,4.4,203,80.0,5.5,22
"FA0001368","LOAF N JUG 95",40.1629806,-105.0876633,1,2.9,32,24.333333333333332,2.0,6
"FA0001370","D P DOUGH",40.007136,-105.2759419,1,3.4,129,16.2,2.5,5
"FA0001373","NITRO CLUB",40.0175027,-105.2806253,2,3,84,21.0,2.5,5
"FA0001374","SUSHI OUTLET",39.9564745,-105.1705339,2,4.6,459,25.0,2.0,2
"FA0001375","TEQUILA Y MEZCHAL",39.9295913,-105.1499295,2,4.7,176,40.53846153846154,6.5,13
"FA0001380","BIG DADDY BAGELS",40.0021108,-105.1040148,1,4.4,307,28.555555555555557,4.5,9
"FA0001403","95A BISTRO & SUSHI",40.0142258,-105.1297239,2,4.5,655,54.09090909090909,5.5,11
"FA0001408","TORTILLAS Y PANADERIA LAGUNA",40.1789721,-105.1160155,2,4.7,12,71.42857142857143,6.0,14
"FA0001414","SMOKIN DAVES BBQ & TAPHOUSE",40.2237444,-105.2662098,2,4.6,1195,47.0,2.5,5
"FA0001429","SENOR GOMEZ",39.9938644,-105.0900423,1,4.3,157,55.27272727272727,8.0,22
"FA0001444","SUGARBEET THE",40.1608017,-105.1075777,3,4.7,541,22.5,4.0,8
"FA0001447","PAPA JOHNS PIZZA",40.1868402,-105.0729085,1,3.9,184,27.142857142857142,2.5,7
"FA0001451","DOMINOS PIZZA 6232",40.17812869999999,-105.1019137,1,3.5,499,14.0,1.5,5
"FA0001493","BOULDER PHO",40.0280832,-105.2592832,1,4.3,562,28.0,5.0,18
"FA0001512","COURTYARD BY MARRIOTT 1067",40.1406191,-105.1328852,2,4.3,218,52.5,2.6666666666666665,8
"FA0001513","STARBUCKS COFFEE 6638",40.1470806,-105.1314918,2,4.3,343,25.0,2.0,2
"FA0001514","NOODLES AND COMPANY #125",40.1472872,-105.1314164,1,4,392,14.833333333333334,1.5,6
"FA0001515","COLD STONE CREAMERY",40.1472632,-105.1315968,2,4.3,137,6.666666666666667,1.0,3
"FA0001524","RESIDENCE INN LONGMONT",40.1398405,-105.1325654,2,4.3,271,25.0,2.0,2
"FA0001542","(CU) SEEC CAFE",40.008355,-105.2432814,1,4,33,20.2,2.5,5
"FA0001543","WAHOOS FISH TACO",40.1470806,-105.1314918,1,4.5,323,60.0,2.6666666666666665,8
"FA0001549","STONE CUP THE",40.2257675,-105.2712769,1,4.6,455,61.0,3.5,14
"FA0001550","LA CHOZA (MOBILE)",40.0574237,-105.2821287,1,4.3,557,81.42307692307692,6.5,26
"FA0001554","LOGANS ESPRESSO CAFE",40.0476038,-105.280851,1,4.7,91,10.0,1.0,1
"FA0001585","TANDOORI KITCHEN",39.9886413,-105.0914998,2,4.7,378,70.08333333333333,5.8,36
"FA0001595","PANDA EXPRESS #2313 (CU)",40.0065706,-105.2717488,1,3.4,35,15.0,1.0,2
"FA0001614","SHERPAS",40.016199,-105.2844684,2,4.5,876,12.4,2.5,5
"FA0001623","OREGANOS PIZZA BISTRO",39.9998565,-105.2604899,2,4.5,237,45.2,5.0,15
"FA0001624","SNARFS PEARL",40.0218293,-105.259785,1,4.3,628,40.22222222222222,2.5,9
"FA0001630","TACOS GTO",40.168074,-105.1022791,2,4.6,43,55.833333333333336,3.0,6
"FA0001631","CHINA BUFFET",40.1517016,-105.1277685,1,3.6,390,42.90909090909091,4.5,11
"FA0001638","CAPRESE TRATTORIA",40.1479432,-105.1314564,2,4.4,1041,64.0952380952381,7.0,21
"FA0001641","ABOS PIZZA LONGMONT",40.191863,-105.1009746,1,4.1,299,10.0,1.0,2
"FA0001642","EDIBLE ARRANGEMENTS",40.0153754,-105.2591132,2,3.3,27,14.6,2.5,5
"FA0001643","CAFE AION",40.0087805,-105.2765032,2,4.2,232,25.0,3.0,8
"FA0001645","OFF CAMPUS CAFE",39.9669351,-105.0893952,1,4.4,262,59.73684210526316,5.0,19
"FA0001646","EINSTEIN BROS BAGELS 3331",40.0169677,-105.2588796,1,3.7,158,38.0,2.5,9
"FA0001647","CANTINA LUNADA",40.15214599999999,-105.1110721,2,4.3,339,28.0,3.0,9
"FA0001662","LE PEEP",40.1519556,-105.1147028,2,4.5,1019,63.23529411764706,5.666666666666667,17
"FA0001663","DOUGS DINER",39.9990636,-105.2612502,1,4.6,574,58.11764705882353,5.666666666666667,17
"FA0001732","BUSABA",39.97021489999999,-105.1639539,2,4.7,1490,20.0,2.0,7
"FA0001760","A AND J ALLIANCE",40.0260081,-105.2815083,2,4.2,771,37.94736842105263,4.75,19
"FA0001776","PEARL ST GRILL 1  (MOBILE)",40.026162,-105.2427945,1,4.3,541,75.0,12.0,12
"FA0001782","JERSEY MIKES SUBS 22043",39.9873892,-105.095485,1,4.2,40,40.5,4.0,8
"FA0001786","OSKAR BLUES HOMEMADE LIQUIDS & SOLI",40.1438606,-105.1311789,2,4.3,2134,47.0,3.0,10
"FA0001800","BOULDER COMMUNITY FOOTHILLS HOSPITAL",40.0163695,-105.2363882,2,5,3,21.8,2.5,5
"FA0002021","LEVY FOLSOM FIELD HOT PREP KITCHEN 6TH FLOOR (CU)",40.0091912,-105.2669142,2,4.6,1321,20.0,2.0,5
"FA0002027","LEVY BOULDER PIZZA CO (MOBILE)",40.008599,-105.2672299,2,4.5,1160,25.833333333333332,2.0,6
"FA0002076","MICI",39.9876824,-105.0954735,2,4.6,235,12.2,2.0,5
"FA0002108","GOOD TIMES BURGERS AND FROZEN CUSTARD",39.9869279,-105.0857496,1,3.8,197,39.36363636363637,2.6666666666666665,11
"FA0002128","LAS PALMERAS EXPRESS",40.187594,-105.0713434,2,4.5,87,44.166666666666664,4.5,18
"FA0002132","GONDOLIER",39.9980269,-105.2328968,2,4.3,447,61.22222222222222,3.0,9
"FA0002133","EATS AND SWEETS",39.9949449,-105.0906777,1,4.6,536,28.3,2.5,10
"FA0002143","SAIGON EXPRESS",40.1519532,-105.1143,2,4.2,432,46.53333333333333,5.0,15
"FA0002144","LEAF VEGETARIAN RESTAURANT",40.0191054,-105.2729781,2,4.6,834,70.9375,6.5,16
"FA0002145","PIZZA 314",40.0074249,-105.2757893,1,4.7,79,38.09090909090909,5.0,22
"FA0002152","SILVERMINE SUBS",40.1877465,-105.071323,1,3.9,224,47.68,3.75,25
"FA0002157","RUBY RUS",39.9875867,-105.1074805,2,4.8,72,13.4,1.5,5
"FA0002162","DELI ZONE",40.0718154,-105.2027984,1,4.1,174,38.3125,4.0,16
"FA0002163","LAMAR DONUTS",39.97021489999999,-105.1639539,1,4.7,623,12.333333333333334,1.5,3
"FA0002166","NICOLOS  PIZZA",40.1866901,-105.0760173,2,4.2,431,50.0,4.0,4
"FA0002167","FRESH THYMES EATERY",40.0267261,-105.2532795,2,4.5,551,69.0,4.333333333333333,13
"FA0002168","RED ROBIN AMERICAS GOURMET BURGERS",40.143539,-105.1315146,2,4.1,1083,25.0,2.0,5
"FA0002171","POLLERIA LA FOGATA",40.1883354,-105.1016196,2,4,131,50.416666666666664,3.5,12
"FA0002178","TIBET KITCHEN",40.0148771,-105.2633881,1,4.5,566,51.0,4.25,17
"FA0002186","NOPALITOS",40.035263,-105.2566954,1,4.8,326,47.30769230769231,3.6,26
"FA0002200","TEXAS ROADHOUSE",40.1427031,-105.1313319,2,4.3,2357,41.666666666666664,3.0,6
"FA0002205","PHUKET",39.960672,-105.1668774,2,4.5,341,38.0,5.0,10
"FA0002210","LEVY MOTIONS (MOBILE)",40.004712,-105.2605424,2,3.8,5,36.25,2.3333333333333335,8
"FA0002230","STARBUCKS COFFEE 8663",40.1880694,-105.0765196,2,4.2,218,20.0,1.5,3
"FA0002245","INTA JUICE",40.1481374,-105.1315059,2,4.6,361,5.0,1.0,1
"FA0002274","SWAYLOS TIKI",40.1431666,-105.1348953,2,4.2,160,37.0,2.5,8
"FA0002284","SMASHBURGER",40.0131102,-105.1315146,2,3.8,543,14.0,2.5,5
"FA0002287","ZIGGIS COFFEE BAR",40.165896,-105.1022603,1,4.5,760,50.714285714285715,3.5,7
"FA0002294","JIN CHAN ZHANG RESTAURANT",40.0275335,-105.2576977,1,4.1,217,55.42307692307692,6.5,26
"FA0002297","SPRUCE CONFECTIONS",40.0596799,-105.281855,1,4.5,188,41.0,3.0,10
"FA0002301","PROTOS PIZZA",40.059449,-105.28189,2,4.4,370,62.5,3.3333333333333335,10
"FA0002303","CHICKEN ON THE HILL",40.007632,-105.2765075,2,4,78,3.0,3.0,3
"FA0002311","RUSH",40.0088837,-105.2763482,1,4.5,138,28.333333333333332,3.0,9
"FA0002315","JAIPUR INDIAN RESTAURANT",40.0167633,-105.279051,2,4.2,519,52.0,4.0,15
"FA0002330","CHIPOTLE MEXICAN GRILL #650",40.1891734,-105.101731,1,4,511,50.5,4.0,16
"FA0002331","SANTIAGOS II MEXICAN RESTAURANT",39.9986678,-105.0902438,1,4.4,1062,28.5,3.0,12
"FA0002332","BUFFALO WILD WINGS #111",40.1436813,-105.1327938,2,3.6,1505,24.0,2.5,5
"FA0002339","ST JULIEN HOTEL AND SPA",40.0159802,-105.2824681,3,4.3,352,83.33333333333333,6.333333333333333,24
"FA0002343","SUSHI LEO",40.1437304,-105.1322064,2,4.5,290,65.81481481481481,5.5,27
"FA0002345","QDOBA MEXICAN EATS #2186",40.1436962,-105.1319486,1,4,507,29.642857142857142,4.666666666666667,14
"FA0002356","AMANTE UPTOWN",40.0575766,-105.2818477,2,4.2,275,43.46153846153846,3.25,13
"FA0002357","ALOY THAI CUISINE",40.0169562,-105.2592189,2,4.2,1016,7.5,1.5,4
"FA0002371","DELI ZONE LONGMONT",40.1528021,-105.113927,1,4.1,234,28.571428571428573,2.5,7
